iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
DZA,Europe,Andorra,2020-04-11,494,129,300.286,2011.0,4.0,1.429,1335.749,1.952,4.719,36.22,0.182,0.095,,,,,,,,,,,,,,,,,,,,,,,,9.26,43851043,54.422,18.6,13.188,3.857,11803.431,,304.195,9.59,7.1,,,1.9,78.57,0.754
ALB,Asia,Andorra,2021-01-16,795,77,242.571,176.0,3.0,9.143,1009.162,6.139,55.3,24.788,0.091,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,17.348,18.6,2.581,1.337,1803.987,1.1,304.195,9.59,29.0,51.2,,2.89,76.88,0.754
ALB,Asia,Andorra,2020-11-16,43403,59,766.143,1418.0,6.0,4.286,1279.71,0.0,16.233,0.077,0.051,0.367,0.76,,,,,,,,,,,,,,,,,,,,,,,75.0,38928341,17.348,29.1,13.188,3.857,13913.839,1.1,597.029,10.08,,51.2,,0.5,76.88,0.754
AND,Europe,Afghanistan,2020-05-19,2895,250,,494.0,8.0,1.571,42.741,17.468,4.363,23.443,0.068,0.166,1.27,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,54.422,29.1,13.188,1.337,1803.987,,597.029,9.59,0.7,30.4,,2.89,76.88,0.785
ALB,Europe,Afghanistan,2020-10-21,3848,108,581.0,1460.0,8.0,16.143,1234.396,43.436,16.613,37.325,0.051,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,54.422,38.0,6.211,1.337,13913.839,,304.195,9.59,29.0,30.4,83.741,1.9,78.57,0.754
AND,Asia,Albania,2020-07-17,6821,50,716.857,388.0,5.0,7.857,171.212,0.0,3.624,42.713,0.231,0.195,0.94,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,17.348,18.6,2.581,8.643,1803.987,,597.029,9.59,,37.8,83.741,1.9,64.83,0.754
ALB,Asia,Afghanistan,2020-02-25,13259,228,155.429,2168.0,1.0,8.429,979.209,2.121,5.505,0.661,0.0,0.176,0.87,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,17.348,18.6,13.188,3.857,13913.839,,278.364,9.59,0.7,30.4,37.746,0.5,76.88,0.785
ALB,Asia,Afghanistan,2020-12-06,76,351,11.143,31.0,3.0,11.857,8.683,4.014,0.422,2.183,0.026,0.137,,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,54.422,38.0,2.581,3.857,11803.431,1.1,278.364,6.73,0.7,51.2,37.746,1.9,64.83,0.498
ALB,Europe,Afghanistan,2020-03-08,7654,199,23.571,2840.0,7.0,3.571,1050.625,23.977,26.111,19.635,0.437,0.397,1.32,,,,,,,,,,,,,,,,,,,,,,,81.48,2877800,17.348,29.1,2.581,8.643,1803.987,0.5,278.364,6.73,,,83.741,2.89,78.57,0.498
ALB,Europe,Afghanistan,2020-11-07,9967,33,610.429,1453.0,4.0,7.857,4401.279,303.357,6.553,40.66,4.865,0.242,0.87,,,,,,,,,,,,,,,,,,,,,,,86.57,38928341,17.348,38.0,6.211,8.643,11803.431,1.1,109.135,9.59,7.1,,37.746,1.9,64.83,0.785
DZA,Asia,Afghanistan,2020-11-22,60283,413,174.571,58.0,15.0,,5177.219,22.918,1.068,433.317,0.231,1.142,1.18,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,54.422,18.6,6.211,3.857,11803.431,0.5,597.029,9.59,7.1,51.2,,0.5,64.83,0.498
ALB,Asia,Afghanistan,2020-12-23,4466,175,1008.429,205.0,16.0,0.0,1564.136,4.88,1.775,47.953,0.091,0.397,0.86,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341,17.348,18.6,2.581,3.857,13913.839,0.5,304.195,6.73,7.1,51.2,83.741,2.89,64.83,0.498
AND,Asia,Albania,2020-05-02,13518,38,109.0,1421.0,1.0,0.857,1238.917,276.253,0.228,52.147,0.0,0.16,0.77,,,,,,,,,,,,,,,,,,,,,,,30.56,43851043,104.871,18.6,6.211,8.643,11803.431,1.1,278.364,6.73,7.1,30.4,37.746,2.89,64.83,0.498
AND,Asia,Andorra,2021-01-05,44503,147,89.0,869.0,3.0,0.143,9.453,1.567,4.694,30.581,0.0,0.496,0.96,,,,,,,,,,,,,,,,,,,,,,,16.67,43851043,54.422,18.6,13.188,8.643,13913.839,0.5,597.029,6.73,29.0,30.4,,2.89,78.57,0.498
DZA,Asia,Andorra,2020-03-06,78025,279,125.0,47.0,0.0,0.857,190.423,51.776,159.497,,0.182,0.191,1.01,,,,,,,,,,,,,,,,,,,,,,,89.81,2877800,54.422,18.6,2.581,3.857,1803.987,0.5,278.364,10.08,7.1,,37.746,0.5,76.88,0.754
DZA,Asia,Albania,2020-04-19,90,191,571.714,388.0,3.0,4.286,1161.067,273.473,2.628,15.53,0.0,4.914,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,17.348,38.0,6.211,1.337,11803.431,0.5,304.195,10.08,7.1,51.2,83.741,2.89,76.88,0.754
AND,Africa,Albania,2021-01-15,55880,7,7.0,450.0,11.0,7.0,1376.478,186.948,48.301,86.872,4.17,1.39,0.94,,,,,,,,,,,,,,,,,,,,,,,16.67,2877800,17.348,18.6,2.581,3.857,13913.839,1.1,278.364,10.08,0.7,30.4,83.741,0.5,76.88,0.498
DZA,Asia,Afghanistan,2020-07-09,201,155,993.571,1166.0,6.0,11.429,276.253,0.0,2.33,37.813,2.085,1.042,1.35,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,17.348,18.6,13.188,1.337,13913.839,1.1,597.029,6.73,0.7,30.4,83.741,1.9,64.83,0.785
AND,Europe,Andorra,2020-02-27,302,166,491.286,17.0,0.0,16.286,1321.337,3.16,0.0,,0.695,0.186,0.84,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,54.422,38.0,6.211,3.857,1803.987,1.1,597.029,6.73,29.0,,83.741,0.5,64.83,0.785
DZA,Asia,Andorra,2020-03-18,7019,310,249.429,31.0,,0.571,2300.356,19.407,53.662,10.425,,0.58,1.07,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,104.871,38.0,6.211,3.857,1803.987,0.5,278.364,9.59,7.1,,,2.89,76.88,0.785
ALB,Europe,Albania,2020-05-12,4997,467,571.286,977.0,3.0,9.286,12370.561,0.0,1.775,17.722,6.602,0.05,0.96,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341,17.348,38.0,13.188,8.643,11803.431,1.1,278.364,6.73,,51.2,,1.9,76.88,0.498
DZA,Africa,Albania,2020-03-03,55,24,248.571,1.0,11.0,5.143,15179.304,2.258,4.976,,0.16,0.048,0.81,,,,,,,,,,,,,,,,,,,,,,,60.19,43851043,17.348,29.1,2.581,3.857,1803.987,1.1,597.029,6.73,,51.2,,1.9,64.83,0.498
ALB,Asia,Afghanistan,2020-10-24,556,20,107.571,2840.0,2.0,9.571,989.51,19.771,2.476,,0.0,0.326,,,,,,,,,,,,,,,,,,,,,,,,9.26,43851043,54.422,18.6,13.188,8.643,13913.839,,304.195,10.08,,,,,78.57,0.785
ALB,Europe,Afghanistan,2020-10-17,89416,548,288.429,39.0,4.0,4.571,350.953,4.538,4.257,58.471,0.0,0.418,0.95,,,,,,,,,,,,,,,,,,,,,,,89.81,38928341,163.755,38.0,6.211,1.337,1803.987,,597.029,9.59,7.1,,,,78.57,0.498
ALB,Asia,Andorra,2020-04-24,45384,80,307.857,1421.0,3.0,0.429,0.456,23.238,7.545,41.071,2.085,0.173,1.03,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,104.871,18.6,6.211,1.337,11803.431,1.1,278.364,9.59,0.7,51.2,,2.89,64.83,0.754
AND,Europe,Afghanistan,2020-09-25,4403,758,24.857,493.0,0.0,1.429,390.667,281.118,31.621,14.367,1.042,0.0,1.32,,,,,,,,,,,,,,,,,,,,,,,86.57,2877800,104.871,18.6,2.581,8.643,11803.431,1.1,597.029,6.73,,30.4,83.741,2.89,64.83,0.785
DZA,Europe,Afghanistan,2020-06-15,35493,185,593.857,432.0,11.0,3.0,0.026,189.381,3.967,11.815,,0.15,1.37,,,,,,,,,,,,,,,,,,,,,,,78.7,77265,17.348,29.1,13.188,8.643,1803.987,1.1,278.364,6.73,,51.2,37.746,2.89,78.57,0.498
AND,Europe,Andorra,2020-07-03,17,196,5.429,,2.0,0.429,1682.377,20.217,51.23,10.506,1.39,0.235,,,,,,,,,,,,,,,,,,,,,,,,57.41,43851043,17.348,38.0,2.581,1.337,13913.839,0.5,278.364,6.73,7.1,30.4,37.746,0.5,64.83,0.785
DZA,Asia,Albania,2020-08-31,11,243,38.571,,8.0,3.857,0.026,1.49,6.851,40.797,0.0,0.037,0.76,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,38.0,2.581,8.643,11803.431,1.1,304.195,10.08,0.7,51.2,37.746,2.89,78.57,0.785
ALB,Asia,Andorra,2020-05-23,24,241,90.429,396.0,8.0,7.286,289.275,9.035,0.01,34.001,0.137,0.0,1.08,,,,,,,,,,,,,,,,,,,,,,,36.11,2877800,54.422,38.0,2.581,8.643,13913.839,0.5,597.029,6.73,7.1,,,0.5,76.88,0.754
ALB,Asia,Andorra,2020-06-27,2070,661,22.857,1584.0,1.0,10.571,880.881,58.03,0.332,30.398,,0.048,1.35,,,,,,,,,,,,,,,,,,,,,,,25.0,2877800,104.871,29.1,13.188,1.337,1803.987,,597.029,6.73,0.7,51.2,37.746,2.89,76.88,0.498
AND,Europe,Afghanistan,2020-09-03,10102,28,16.857,37.0,0.0,8.143,1256.093,2.085,276.054,59.109,0.479,0.231,1.12,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,104.871,29.1,6.211,3.857,1803.987,1.1,304.195,9.59,0.7,30.4,83.741,2.89,78.57,0.498
AND,Africa,Albania,2020-08-23,91,81,12.0,1270.0,7.0,8.714,933.973,2.03,18.415,61.276,0.274,0.33,0.74,,,,,,,,,,,,,,,,,,,,,,,72.22,38928341,54.422,38.0,2.581,1.337,1803.987,,304.195,6.73,,30.4,83.741,0.5,78.57,0.785
ALB,Asia,Afghanistan,2020-10-28,3382,10,66.571,1096.0,13.0,15.857,680.28,5.215,1.935,116.061,0.154,0.103,1.13,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,104.871,29.1,13.188,3.857,11803.431,0.5,304.195,6.73,,30.4,37.746,2.89,78.57,0.754
ALB,Europe,Algeria,2020-08-13,14568,705,479.143,1.0,2.0,16.143,1564.136,0.411,13.028,22.303,1.39,0.305,1.52,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043,54.422,18.6,13.188,3.857,11803.431,0.5,597.029,9.59,,30.4,37.746,1.9,78.57,0.754
ALB,Asia,Albania,2020-05-06,12073,282,16.143,25.0,0.0,6.143,0.18,10.581,206.358,23.685,0.274,0.0,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043,17.348,29.1,2.581,8.643,11803.431,1.1,304.195,10.08,7.1,30.4,83.741,0.5,64.83,0.498
ALB,Asia,Andorra,2020-12-19,39074,78,194.286,411.0,4.0,0.286,2.338,18.417,276.004,24.995,0.228,0.215,1.71,,,,,,,,,,,,,,,,,,,,,,,79.63,2877800,104.871,38.0,6.211,1.337,13913.839,,278.364,10.08,7.1,51.2,37.746,2.89,76.88,0.785
DZA,Europe,Andorra,2020-11-12,36532,109,143.429,780.0,3.0,6.0,978.798,1.574,3.567,64.468,0.154,0.044,1.28,,,,,,,,,,,,,,,,,,,,,,,78.7,43851043,104.871,38.0,6.211,8.643,1803.987,,597.029,10.08,0.7,51.2,,2.89,64.83,0.754
ALB,Asia,Albania,2020-02-25,1171,69,139.714,434.0,12.0,8.286,1194.913,37.529,12.073,422.892,0.103,0.154,1.3,,,,,,,,,,,,,,,,,,,,,,,72.22,38928341,17.348,18.6,13.188,1.337,13913.839,,597.029,6.73,7.1,30.4,37.746,1.9,78.57,0.754
ALB,Asia,Albania,2020-03-08,9279,9,63.143,1419.0,6.0,12.143,1251.479,0.411,244.78,36.041,0.077,0.222,1.01,,,,,,,,,,,,,,,,,,,,,,,48.15,38928341,54.422,29.1,6.211,8.643,13913.839,,304.195,9.59,,30.4,,0.5,76.88,0.754
AND,Asia,Afghanistan,2020-07-20,40768,174,20.143,,0.0,4.429,1043.61,52.818,0.052,30.809,1.737,1.688,1.08,,,,,,,,,,,,,,,,,,,,,,,0.0,2877800,17.348,29.1,2.581,3.857,1803.987,0.5,304.195,10.08,7.1,30.4,83.741,1.9,78.57,0.754
AND,Asia,Afghanistan,2020-10-16,34693,94,246.143,2255.0,3.0,8.857,492.043,58.725,5.965,0.591,0.617,0.235,1.09,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,17.348,18.6,13.188,1.337,13913.839,,304.195,6.73,7.1,51.2,37.746,0.5,78.57,0.498
AFG,Asia,Albania,2020-04-01,7380,0,2.857,18.0,9.0,13.143,80.203,0.319,2.603,0.661,0.0,0.094,1.1,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,17.348,38.0,13.188,1.337,1803.987,0.5,278.364,10.08,7.1,,37.746,1.9,78.57,0.498
ALB,Asia,Afghanistan,2020-02-29,22146,107,,532.0,0.0,12.714,1105.493,203.628,88.361,35.096,0.046,4.12,1.15,,,,,,,,,,,,,,,,,,,,,,,48.15,2877800,104.871,18.6,13.188,1.337,11803.431,,278.364,9.59,0.7,,,2.89,76.88,0.785
ALB,Europe,Afghanistan,2020-07-27,2330,46,620.571,1715.0,0.0,12.143,0.283,1.747,8.48,0.925,0.251,0.228,1.09,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,104.871,38.0,6.211,8.643,1803.987,,278.364,10.08,7.1,51.2,,0.5,76.88,0.785
DZA,Europe,Albania,2020-12-24,5891,16,451.0,1469.0,6.0,19.571,4697.338,8.066,46.017,,0.051,0.587,1.3,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,17.348,29.1,2.581,3.857,13913.839,1.1,278.364,10.08,,,83.741,1.9,64.83,0.498
AND,Asia,Andorra,2020-03-08,1,137,156.0,,0.0,7.429,1372.122,25.714,13.95,14.07,,0.0,1.22,,,,,,,,,,,,,,,,,,,,,,,16.67,38928341,17.348,38.0,2.581,3.857,,0.5,304.195,9.59,7.1,30.4,83.741,2.89,78.57,0.785
ALB,Africa,Albania,2021-01-20,2910,1485,154.429,1117.0,4.0,0.0,142.596,110.849,0.332,6.422,0.479,0.187,0.72,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,17.348,29.1,6.211,1.337,1803.987,,597.029,10.08,,37.8,,2.89,76.88,0.785
ALB,Asia,Albania,2020-07-07,35717,535,340.857,17.0,10.0,,980.237,9.897,103.849,,0.0,0.22,1.12,,,,,,,,,,,,,,,,,,,,,,,62.96,38928341,104.871,38.0,2.581,3.857,1803.987,,278.364,9.59,0.7,30.4,83.741,0.5,78.57,0.785
DZA,Europe,Afghanistan,2020-06-21,67216,40,178.429,509.0,9.0,3.0,1182.344,10.262,4.004,13.205,0.103,0.496,0.84,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,17.348,38.0,2.581,1.337,13913.839,,304.195,9.59,0.7,,37.746,0.5,76.88,0.754
AND,Asia,Afghanistan,2020-08-13,1236,147,5.429,353.0,4.0,19.571,857.319,42.741,155.724,,0.296,0.894,1.07,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,54.422,38.0,13.188,1.337,1803.987,0.5,597.029,6.73,7.1,,83.741,2.89,76.88,0.498
DZA,Asia,Andorra,2020-05-08,4474,38,159.286,15.0,8.0,9.571,473.649,5.189,1.758,0.251,0.205,0.176,0.93,,,,,,,,,,,,,,,,,,,,,,,36.11,38928341,54.422,38.0,2.581,3.857,1803.987,,597.029,6.73,7.1,30.4,,2.89,78.57,0.754
ALB,Europe,Algeria,2021-01-16,3371,242,292.143,1078.0,4.0,17.571,6.887,0.026,1.02,61.481,1.39,0.169,0.92,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,54.422,38.0,13.188,1.337,11803.431,0.5,304.195,6.73,7.1,51.2,37.746,2.89,78.57,0.498
DZA,Asia,Andorra,2020-11-22,1385,299,482.286,23.0,7.0,0.0,14073.598,28.494,5.273,1.39,0.296,0.011,0.81,,,,,,,,,,,,,,,,,,,,,,,0.0,2877800,54.422,29.1,6.211,3.857,1803.987,1.1,304.195,10.08,,30.4,83.741,1.9,76.88,0.858
ALB,Asia,Andorra,2020-05-01,37006,844,0.0,12.0,6.0,2.571,87.16,0.026,53.662,36.503,0.251,0.244,1.13,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,54.422,29.1,6.211,8.643,1803.987,,304.195,9.59,7.1,,83.741,1.9,78.57,0.498
AND,Asia,Albania,2020-07-09,33556,165,17.0,2253.0,3.0,7.571,34.191,1.439,7.618,13.5,0.437,0.007,1.09,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,54.422,29.1,13.188,1.337,1803.987,,597.029,6.73,0.7,,,2.89,78.57,0.754
DZA,Africa,Andorra,2020-03-30,50214,186,220.429,1188.0,13.0,5.286,8965.529,6.796,19.459,3.466,,0.121,1.2,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,104.871,38.0,13.188,3.857,11803.431,1.1,304.195,6.73,0.7,37.8,37.746,0.5,76.88,0.498
DZA,Asia,Afghanistan,2020-08-23,84152,77,132.714,93.0,0.0,,384.917,2.623,175.134,35.096,0.347,0.209,1.19,,,,,,,,,,,,,,,,,,,,,,,0.0,2877800,17.348,38.0,6.211,8.643,11803.431,1.1,304.195,6.73,0.7,30.4,37.746,2.89,76.88,0.498
ALB,Europe,Andorra,2020-07-31,2895,22,59.143,228.0,9.0,0.0,1421.225,3.101,9.333,0.462,0.128,0.462,1.32,,,,,,,,,,,,,,,,,,,,,,,57.41,2877800,17.348,38.0,13.188,3.857,13913.839,,304.195,6.73,0.7,51.2,83.741,0.5,64.83,0.498
ALB,Asia,Albania,2020-08-31,1171,695,180.429,1501.0,0.0,3.429,241.477,45.868,3.798,219.265,,0.081,0.76,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,104.871,18.6,2.581,1.337,13913.839,1.1,278.364,9.59,7.1,30.4,83.741,2.89,78.57,0.754
ALB,Europe,Afghanistan,2020-08-12,41302,553,35.0,1520.0,6.0,2.0,1305.219,2.577,4.222,32.085,0.0,0.0,1.41,,,,,,,,,,,,,,,,,,,,,,,21.3,2877800,17.348,29.1,6.211,8.643,1803.987,0.5,278.364,10.08,0.7,,83.741,2.89,78.57,0.498
DZA,Asia,Andorra,2020-08-15,37336,225,9.286,4.0,18.0,6.0,1376.478,10.65,49.343,29.919,,0.182,1.08,,,,,,,,,,,,,,,,,,,,,,,79.63,43851043,54.422,29.1,2.581,1.337,1803.987,0.5,278.364,6.73,0.7,51.2,83.741,0.5,64.83,0.754
DZA,Asia,Afghanistan,2020-10-27,10001,552,303.0,334.0,6.0,25.143,304.399,4.629,23.401,60.363,0.091,1.589,0.92,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,104.871,29.1,13.188,3.857,13913.839,,278.364,6.73,,,83.741,0.5,78.57,0.754
AFG,Asia,Albania,2020-08-03,146,642,78.857,28.0,,5.143,120.401,1.978,2.333,51.659,6.602,0.215,0.88,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,104.871,18.6,6.211,3.857,13913.839,1.1,597.029,6.73,7.1,,37.746,2.89,76.88,0.498
AFG,Asia,Afghanistan,2020-08-08,29837,79,36.571,1523.0,0.0,,1060.102,3.545,7.499,60.637,0.0,0.477,,,,,,,,,,,,,,,,,,,,,,,,21.3,38928341,104.871,29.1,13.188,3.857,11803.431,1.1,597.029,10.08,0.7,,,2.89,76.88,0.754
ALB,Asia,Albania,2020-05-15,44706,16,159.857,2827.0,10.0,0.429,231.557,11.129,1.945,49.964,0.437,0.117,,,,,,,,,,,,,,,,,,,,,,,,28.7,43851043,17.348,18.6,6.211,1.337,11803.431,1.1,304.195,6.73,,30.4,,1.9,76.88,0.498
AND,Europe,Afghanistan,2020-10-17,48952,187,5.857,552.0,24.0,1.429,1128.33,18.494,13.474,3.475,0.205,0.199,1.09,,,,,,,,,,,,,,,,,,,,,,,72.22,38928341,54.422,38.0,13.188,1.337,13913.839,0.5,109.135,6.73,0.7,30.4,37.746,2.89,64.83,0.498
ALB,Europe,Afghanistan,2020-05-05,4997,21,491.286,2301.0,,0.0,637.91,19.549,1.849,41.615,2.432,0.222,1.03,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,17.348,29.1,2.581,8.643,13913.839,0.5,304.195,10.08,7.1,51.2,,2.89,78.57,0.498
AND,Africa,Albania,2021-01-12,55,66,164.857,939.0,,7.286,271.91,4.17,5.558,38.866,5.907,0.206,0.85,,,,,,,,,,,,,,,,,,,,,,,21.3,38928341,54.422,29.1,6.211,8.643,11803.431,,597.029,9.59,7.1,,37.746,0.5,64.83,0.785
ALB,Asia,Albania,2020-10-09,186,179,27.0,85.0,,4.143,1995.437,11.79,8.249,11.904,0.051,0.347,0.98,,,,,,,,,,,,,,,,,,,,,,,12.04,2877800,17.348,38.0,2.581,3.857,13913.839,1.1,304.195,6.73,0.7,,37.746,1.9,78.57,0.785
DZA,Asia,Andorra,2020-04-10,264,581,73.714,33.0,5.0,8.286,201.979,0.0,24.137,165.752,0.128,0.044,0.98,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,54.422,18.6,2.581,1.337,13913.839,,597.029,10.08,,51.2,,2.89,78.57,0.754
ALB,Europe,Albania,2020-11-30,17055,33,534.286,2554.0,7.0,6.0,12.942,23.01,6.877,26.716,1.39,0.023,0.89,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,17.348,18.6,6.211,1.337,13913.839,,278.364,9.59,0.7,,83.741,2.89,64.83,0.754
AND,Asia,Afghanistan,2020-10-30,101657,116,180.0,2840.0,3.0,21.571,3.475,43.436,1.387,162.972,0.296,1.737,1.27,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341,54.422,29.1,13.188,1.337,13913.839,,597.029,10.08,7.1,,,0.5,76.88,0.498
AND,Asia,Andorra,2020-12-10,40287,105,108.0,477.0,2.0,13.714,19.112,25.837,17.716,23.055,0.0,0.208,0.82,,,,,,,,,,,,,,,,,,,,,,,21.3,2877800,17.348,38.0,6.211,1.337,1803.987,0.5,304.195,10.08,,30.4,83.741,0.5,64.83,0.754
ALB,Asia,Andorra,2020-07-01,304,20,691.0,1479.0,12.0,3.0,23154.841,3.108,16.233,12.497,1.737,4.914,1.22,,,,,,,,,,,,,,,,,,,,,,,48.15,43851043,54.422,18.6,2.581,1.337,11803.431,,304.195,6.73,,30.4,37.746,1.9,64.83,0.785
ALB,Asia,Andorra,2020-05-15,17350,675,56.0,1411.0,2.0,10.0,3886.65,5.998,9.229,14.719,0.16,0.242,0.47,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341,54.422,29.1,13.188,3.857,13913.839,1.1,597.029,6.73,0.7,30.4,37.746,1.9,78.57,0.754
AND,Asia,Afghanistan,2020-08-22,19729,542,68.429,1427.0,15.0,3.571,1178.763,32.316,45.67,33.009,0.456,0.081,1.22,,,,,,,,,,,,,,,,,,,,,,,0.0,43851043,104.871,38.0,13.188,8.643,13913.839,0.5,278.364,9.59,,51.2,83.741,0.5,64.83,0.785
AND,Asia,Afghanistan,2020-07-12,5369,25,155.429,837.0,18.0,1.714,1027.375,1.39,1.607,37.969,0.0,0.07,0.85,,,,,,,,,,,,,,,,,,,,,,,65.74,77265,104.871,29.1,,8.643,13913.839,,278.364,6.73,,51.2,37.746,2.89,78.57,0.498
ALB,Europe,Afghanistan,2020-08-15,8503,169,257.571,988.0,13.0,16.571,1245.489,56.988,2.443,40.387,0.251,0.092,1.39,,,,,,,,,,,,,,,,,,,,,,,0.0,38928341,17.348,38.0,6.211,3.857,1803.987,0.5,597.029,9.59,,51.2,,0.5,64.83,0.754
DZA,Asia,Albania,2020-07-25,21462,382,248.714,,6.0,15.286,540.261,2.44,2.69,381.541,0.283,0.099,1.0,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,17.348,18.6,2.581,3.857,13913.839,1.1,304.195,9.59,0.7,,83.741,0.5,78.57,0.754
AND,Asia,Algeria,2020-04-20,11021,197,106.714,1690.0,6.0,3.429,1082.99,1.798,35.096,28.46,0.091,5.56,,,,,,,,,,,,,,,,,,,,,,,,78.7,43851043,17.348,18.6,6.211,8.643,11803.431,,304.195,6.73,7.1,30.4,,2.89,76.88,0.498
ALB,Europe,Albania,2020-09-06,50655,422,404.714,31.0,0.0,9.143,938.442,276.253,4.305,44.446,0.128,0.334,0.71,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,17.348,29.1,6.211,1.337,1803.987,,278.364,6.73,0.7,30.4,83.741,0.5,64.83,0.785
DZA,Europe,Andorra,2020-03-21,1137,22,898.571,,,8.857,974.714,103.899,12.67,33.203,0.822,4.815,1.23,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,104.871,18.6,2.581,1.337,11803.431,0.5,278.364,10.08,7.1,51.2,37.746,0.5,76.88,0.754
ALB,Asia,Albania,2020-05-04,98988,74,153.714,1846.0,4.0,5.0,21675.586,24.743,1.886,39.74,0.257,0.894,1.32,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,104.871,29.1,6.211,1.337,11803.431,0.5,278.364,6.73,,30.4,37.746,2.89,64.83,0.785
ALB,Europe,Andorra,2020-10-11,47716,49,46.714,543.0,6.0,4.0,1061.797,10.262,5.072,10.772,0.077,2.135,1.48,,,,,,,,,,,,,,,,,,,,,,,62.96,2877800,17.348,29.1,6.211,1.337,1803.987,0.5,597.029,9.59,0.7,30.4,83.741,1.9,64.83,0.754
AFG,Asia,Albania,2020-09-03,2127,22,20.0,1322.0,4.0,9.571,2089.756,6.089,38.919,117.451,0.251,0.15,1.03,,,,,,,,,,,,,,,,,,,,,,,65.74,2877800,54.422,18.6,6.211,1.337,1803.987,,278.364,7.97,7.1,51.2,,0.5,76.88,0.785
AND,Europe,Afghanistan,2020-10-04,27882,1,82.0,23.0,1.0,3.0,962.987,8.141,5.523,36.657,0.077,0.05,1.05,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,54.422,29.1,2.581,1.337,1803.987,,278.364,9.59,7.1,,83.741,1.9,76.88,0.785
AND,Asia,Albania,2020-03-25,13518,108,54.0,1302.0,0.0,9.429,26.704,22.239,0.514,,0.822,0.241,1.2,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,104.871,18.6,6.211,1.337,13913.839,,597.029,10.08,0.7,,,2.89,78.57,0.785
ALB,Asia,Andorra,2020-07-27,55630,240,499.0,4.0,3.0,1.714,998.116,4.264,5.538,10.772,0.182,0.044,1.12,,,,,,,,,,,,,,,,,,,,,,,89.81,43851043,54.422,29.1,13.188,3.857,13913.839,,304.195,10.08,7.1,30.4,,2.89,78.57,0.754
