date2,annee,semepi,zone_sante,report_viv,report_dc,nlle_viv,nlle_dc,investig_viv,investig_dc,valid_viv,valid_dc,preleves,swab,admis,obs,nouvelle_totale,total_alerte,total_investigues,valid_tot,prel-tot,province
2020-09-16,2020,30,Ouham-Pendé,9.0,0.0,7,1.0,73.0,,4.0,1.0,1.0,,1.0,hgr,10.0,7.0,3.0,53.0,10,Lobaye
2020-06-05,2020,32,Damara,23.0,0.0,82,2.0,114.0,1.0,1.0,1.0,12.0,,0.0,admis nd,77.0,159.0,46.0,67.0,22,Ouaka
2020-08-20,2020,36,Bossembélé,0.0,,115,,264.0,2.0,19.0,0.0,0.0,,8.0,admis nd,92.0,37.0,44.0,29.0,0,Ouaka
2020-07-31,2020,40,Ouham,0.0,0.0,10,4.0,1.0,0.0,60.0,1.0,12.0,,0.0,cte,33.0,134.0,38.0,39.0,26,Ouaka
2020-06-21,2020,38,Ouham-Pendé,0.0,0.0,44,1.0,39.0,1.0,4.0,2.0,19.0,,0.0,"2cte, 2com",120.0,75.0,33.0,28.0,2,Lobaye
2020-08-10,2020,34,Bambari,0.0,0.0,177,,46.0,1.0,3.0,0.0,0.0,0.0,4.0,"1cte, 2cm",126.0,33.0,49.0,22.0,0,Ouaka
2020-06-13,2020,31,Bangui,25.0,0.0,35,0.0,98.0,0.0,11.0,1.0,14.0,0.0,0.0,"2cte, 2com",95.0,40.0,78.0,7.0,3,Ouaka
2020-09-11,2020,25,Bambari,4.0,0.0,115,1.0,4.0,0.0,10.0,0.0,8.0,,13.0,admis nd,86.0,51.0,12.0,36.0,1,Ouaka
2020-07-31,2020,29,Damara,0.0,0.0,47,2.0,9.0,0.0,,1.0,0.0,,1.0,np,42.0,137.0,72.0,18.0,3,Ouaka
2020-08-24,2020,38,Bossembélé,5.0,0.0,40,0.0,2.0,1.0,13.0,3.0,3.0,1.0,0.0,np,39.0,5.0,45.0,0.0,15,Ouaka
2020-07-17,2020,39,Ouham-Pendé,0.0,0.0,79,0.0,2.0,1.0,45.0,0.0,,,1.0,"1cte, 2cm",129.0,9.0,17.0,1.0,6,Ouaka
2020-06-26,2020,26,Damara,0.0,0.0,169,1.0,1.0,0.0,16.0,1.0,13.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,113.0,361.0,126.0,3.0,1,Ouaka
2020-08-15,2020,33,Bambari,6.0,3.0,33,,109.0,0.0,8.0,0.0,12.0,,0.0,"1cte, 2cm",12.0,68.0,80.0,3.0,12,Ouaka
2020-09-07,2020,26,Bambari,0.0,0.0,56,,74.0,1.0,0.0,0.0,7.0,,0.0,admis nd,109.0,238.0,86.0,7.0,1,Lobaye
2020-08-18,2020,25,Ouaka,24.0,0.0,8,0.0,129.0,,13.0,0.0,,,,np,32.0,15.0,156.0,3.0,9,Lobaye
2020-08-17,2020,31,Ombella-M'Poko,38.0,0.0,94,3.0,12.0,0.0,2.0,0.0,1.0,,,hgr,65.0,73.0,90.0,2.0,28,Lobaye
2020-07-11,2020,31,Bambio,26.0,0.0,95,1.0,34.0,1.0,9.0,0.0,1.0,,4.0,cte,1.0,55.0,1.0,30.0,4,Lobaye
2020-07-07,2020,36,Bambio,0.0,0.0,27,0.0,107.0,1.0,8.0,0.0,0.0,,3.0,données non désagrégés par zs,76.0,91.0,126.0,32.0,4,Ouaka
2020-07-07,2020,38,Yaloke,0.0,0.0,133,0.0,95.0,0.0,14.0,0.0,2.0,,0.0,"2cte, 2com",100.0,13.0,99.0,2.0,0,Ouaka
2020-07-07,2020,29,Bambari,0.0,0.0,106,0.0,54.0,0.0,7.0,0.0,9.0,,0.0,admis nd,26.0,68.0,35.0,5.0,7,Lobaye
2020-08-22,2020,26,Ouaka,0.0,0.0,151,0.0,87.0,1.0,7.0,0.0,26.0,,1.0,cte,9.0,29.0,80.0,15.0,8,Lobaye
2020-08-01,2020,38,Ouham-Pendé,0.0,0.0,6,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,"2cte, 2com",112.0,1.0,8.0,18.0,2,Lobaye
2020-09-28,2020,37,Yaloke,0.0,0.0,66,0.0,62.0,0.0,21.0,1.0,14.0,,0.0,hgr,6.0,7.0,9.0,5.0,0,Lobaye
2020-06-29,2020,39,Ombella-M'Poko,43.0,0.0,90,0.0,15.0,0.0,2.0,0.0,2.0,,0.0,"1cte, 2cm",12.0,21.0,40.0,19.0,14,Ouaka
2020-08-20,2020,33,Kaga-Bandoro,0.0,0.0,45,1.0,35.0,4.0,8.0,0.0,3.0,,0.0,données non désagrégés par zs,8.0,91.0,2.0,31.0,8,Lobaye
2020-07-19,2020,37,Kaga-Bandoro,0.0,0.0,123,1.0,22.0,1.0,1.0,0.0,1.0,,5.0,données non désagrégés par zs,82.0,10.0,15.0,21.0,2,Lobaye
2020-08-03,2020,31,Ouham-Pendé,43.0,0.0,108,,107.0,3.0,15.0,2.0,5.0,0.0,0.0,"1cte, 2cm",103.0,19.0,9.0,7.0,24,Lobaye
2020-07-15,2020,39,Bossembélé,0.0,0.0,82,0.0,1.0,0.0,27.0,0.0,12.0,,0.0,,73.0,94.0,60.0,38.0,0,Lobaye
2020-07-18,2020,29,Bambari,3.0,0.0,32,2.0,48.0,0.0,6.0,0.0,15.0,1.0,2.0,"1cte, 2cm",214.0,60.0,3.0,2.0,1,Ouaka
2020-06-11,2020,36,Damara,0.0,0.0,40,0.0,129.0,1.0,37.0,2.0,22.0,,0.0,"2cte, 2com",27.0,16.0,35.0,19.0,3,Ouaka
2020-06-22,2020,37,Yaloke,0.0,0.0,0,1.0,131.0,0.0,21.0,1.0,25.0,,,"2cte, 2com",114.0,106.0,88.0,1.0,0,Lobaye
2020-07-22,2020,29,Bambari,13.0,0.0,60,1.0,8.0,0.0,9.0,2.0,6.0,0.0,5.0,cte,12.0,140.0,82.0,4.0,3,Ouaka
2020-07-14,2020,32,Bambari,0.0,0.0,185,1.0,111.0,1.0,5.0,0.0,6.0,1.0,,"2cte, 2com",58.0,116.0,64.0,6.0,0,Lobaye
2020-07-31,2020,27,Ouham,0.0,0.0,0,0.0,111.0,0.0,7.0,2.0,16.0,,,données non désagrégés par zs ni par viv vs décès,69.0,2.0,120.0,3.0,1,Lobaye
2020-06-20,2020,35,Damara,0.0,0.0,74,4.0,30.0,0.0,5.0,1.0,3.0,,3.0,np,88.0,5.0,106.0,16.0,0,Ouaka
2020-09-06,2020,35,Ouham-Pendé,6.0,0.0,99,0.0,157.0,0.0,8.0,0.0,0.0,,3.0,np,0.0,54.0,35.0,6.0,5,Lobaye
2020-08-13,2020,33,Bangui,18.0,0.0,61,1.0,105.0,,21.0,0.0,0.0,,,données non désagrégés par zs ni par viv vs décès,11.0,124.0,13.0,1.0,11,Ouaka
2020-06-16,2020,25,Yaloke,0.0,0.0,42,0.0,192.0,0.0,6.0,0.0,1.0,,2.0,"2cte, 2com",30.0,55.0,1.0,35.0,1,Ouaka
2020-07-08,2020,28,Baboua,347.0,0.0,10,0.0,63.0,3.0,18.0,2.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,3.0,51.0,9.0,7.0,6,Ouaka
2020-07-15,2020,36,Kaga-Bandoro,0.0,,104,0.0,89.0,,17.0,1.0,15.0,,6.0,,17.0,,263.0,0.0,4,Ouaka
2020-08-14,2020,28,Ouaka,0.0,0.0,131,1.0,113.0,1.0,2.0,0.0,7.0,,,cte,8.0,37.0,123.0,10.0,0,Lobaye
2020-08-27,2020,27,Ombella-M'Poko,2.0,0.0,49,1.0,46.0,1.0,3.0,1.0,,,1.0,"1cte, 2cm",112.0,104.0,56.0,13.0,6,Lobaye
2020-07-16,2020,27,Ombella-M'Poko,0.0,0.0,80,0.0,149.0,3.0,5.0,1.0,5.0,,0.0,"2cte, 2com",6.0,214.0,203.0,11.0,27,Ouaka
2020-09-11,2020,26,Damara,0.0,,40,4.0,80.0,0.0,0.0,0.0,2.0,,0.0,admis nd,110.0,70.0,30.0,7.0,0,Ouaka
2020-08-02,2020,26,Ombella-M'Poko,0.0,0.0,74,1.0,12.0,0.0,19.0,1.0,29.0,,1.0,hgr,113.0,57.0,16.0,2.0,1,Lobaye
2020-09-03,2020,38,Bambio,4.0,0.0,37,0.0,9.0,2.0,18.0,0.0,0.0,,1.0,"2cte, 2com",184.0,308.0,13.0,58.0,25,Ouaka
2020-07-12,2020,34,Damara,0.0,0.0,13,2.0,105.0,0.0,10.0,0.0,4.0,,0.0,admis nd,25.0,92.0,79.0,14.0,4,Ouaka
2020-07-28,2020,28,Boguila,0.0,0.0,100,1.0,17.0,,10.0,2.0,2.0,,0.0,"1cte, 2cm",111.0,25.0,151.0,0.0,3,Lobaye
2020-07-06,2020,26,Bambio,38.0,,113,1.0,72.0,0.0,12.0,0.0,21.0,,6.0,np,9.0,118.0,60.0,26.0,0,Ouaka
2020-08-25,2020,36,Bossembélé,0.0,0.0,31,0.0,113.0,2.0,35.0,0.0,26.0,,,hgr,82.0,10.0,109.0,38.0,12,Lobaye
2020-07-19,2020,39,Bambio,10.0,0.0,18,1.0,121.0,3.0,1.0,2.0,70.0,,0.0,admis nd,31.0,160.0,0.0,19.0,5,Lobaye
2020-08-07,2020,39,Vakaga,0.0,0.0,5,0.0,49.0,,2.0,1.0,0.0,0.0,,"2cte, 2com",540.0,45.0,2.0,11.0,30,Lobaye
2020-08-04,2020,26,Bambio,0.0,0.0,0,1.0,45.0,0.0,12.0,1.0,1.0,2.0,0.0,cte,71.0,4.0,23.0,1.0,19,Lobaye
2020-06-18,2020,26,Damara,0.0,,113,1.0,40.0,0.0,5.0,0.0,27.0,,,hgr,6.0,94.0,47.0,0.0,15,Lobaye
2020-07-20,2020,29,Ombella-M'Poko,0.0,0.0,103,1.0,82.0,,13.0,0.0,7.0,,0.0,"1cte, 2cm",23.0,16.0,129.0,36.0,1,Lobaye
2020-08-06,2020,30,Ouaka,237.0,0.0,68,,27.0,0.0,41.0,2.0,12.0,,0.0,np,75.0,2.0,11.0,44.0,8,Ouaka
2020-07-16,2020,36,Ouham-Pendé,0.0,0.0,99,0.0,49.0,0.0,6.0,0.0,6.0,,0.0,np,32.0,47.0,88.0,4.0,1,Ouaka
2020-08-06,2020,33,Bossembélé,0.0,1.0,56,0.0,22.0,0.0,26.0,0.0,12.0,,7.0,cte,32.0,167.0,95.0,9.0,17,Lobaye
2020-08-07,2020,25,Ombella-M'Poko,23.0,0.0,141,0.0,15.0,2.0,9.0,0.0,7.0,,0.0,hgr,83.0,142.0,76.0,31.0,5,Ouaka
2020-08-10,2020,23,Ombella-M'Poko,16.0,0.0,94,0.0,82.0,0.0,11.0,2.0,7.0,,1.0,"2cte, 2com",39.0,41.0,2.0,1.0,29,Lobaye
2020-08-11,2020,32,Ouham,0.0,0.0,52,0.0,2.0,1.0,4.0,0.0,1.0,,,hgr,28.0,1.0,126.0,2.0,8,Ouaka
2020-06-18,2020,33,Ouham-Pendé,2.0,0.0,33,0.0,55.0,0.0,17.0,0.0,4.0,0.0,0.0,données non désagrégés par zs,100.0,27.0,46.0,10.0,1,Ouaka
2020-09-23,2020,36,Bambari,0.0,0.0,1,0.0,125.0,2.0,27.0,0.0,,,0.0,hgr,33.0,45.0,71.0,25.0,0,Ouaka
2020-07-26,2020,26,Ombella-M'Poko,0.0,0.0,4,1.0,47.0,2.0,5.0,1.0,3.0,,1.0,données non désagrégés par zs,179.0,71.0,9.0,2.0,2,Lobaye
2020-08-14,2020,40,Bambio,12.0,0.0,15,0.0,5.0,0.0,46.0,0.0,0.0,,0.0,"1cte, 2cm",0.0,82.0,1.0,1.0,2,Lobaye
2020-06-21,2020,38,Ombella-M'Poko,0.0,0.0,176,0.0,56.0,0.0,27.0,0.0,3.0,,,"1cte, 2cm",10.0,136.0,64.0,15.0,2,Lobaye
