ZdS,date,sem_epi,zone_sante,aire_sante,report_viv,report_dc,nlle_viv,nlle_deces,investig_viv,investig_dc,investig_en cours_viv,investig_en cours_dc,non investig_viv,non investig_dc,valid_viv,valid_dc,acheminee_CTE,acheminee_FOSA,acheminee_en_cours,acheminee_refus,AchemineesCTE=vivants valides,total_prelev,ATTENTE_prele,REFUS_prelev,prelev=vivant valide,EDS,swabbe,REFUS_EDS,REFUS_swab,EDS=deces valides,Swab=deces valides,PoE,FOSA,Comm,recu_contact,CTE,Sources=alertes,connu_vivant,connu_deces,nouvelle_totale,total_alerte_viv,total_alerte_deces,total_alerte,total_investigues,valid_tot,%prelev,%invest,%valid
LOTUMBE,29/08/2020,31,Ouham,Nola,0.0,0.0,,0.0,0.0,2.0,0,O,,,7.0,0.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,Erreur,0.0,0.0,0.0,3.0,0.0,Erreur,,,13,73,0,4,0,12,0.0,0.983193277,0.258064516
BOLENGE,24/07/2020,26,Ouham,Nola,0.0,0.0,10.0,0.0,128.0,2.0,14,,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,,,,,Erreur,,,16,165,0,71,88,61,0.0,0.592105263,
LOTUMBE,18/07/2020,35,Bozoum,Nola,0.0,0.0,28.0,1.0,0.0,4.0,,0,,,0.0,0.0,0.0,,0.0,0.0,Erreur,22.0,,,OK,,,,,OK,Erreur,0.0,30.0,1.0,,0.0,Erreur,,,0,28,0,10,53,0,0.0,1.0,0.583333333
LILANGA-BOBANGI,26/08/2020,30,Ombella-M'Poko,Nola,2.0,0.0,12.0,0.0,8.0,1.0,1,1,,,2.0,2.0,0.0,,0.0,,Erreur,,,,OK,,,,,Erreur,OK,0.0,4.0,,,0.0,Erreur,,,73,72,2,33,73,6,,0.987654321,1.0
BOLENGE,15/07/2020,26,Bozoum,Nola,3.0,0.0,24.0,0.0,0.0,1.0,24,1,,,12.0,4.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,16.0,0.0,,,OK,,,79,91,0,133,31,0,,,0.375886525
LILANGA-BOBANGI,24/07/2020,38,Bozoum,Nola,0.0,0.0,1.0,0.0,84.0,0.0,3,O,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,44.0,,,2.0,Erreur,,,39,30,1,0,90,3,0.0,0.163636364,0.220338983
IREBU,25/07/2020,37,Bozoum,Nola,3.0,0.0,9.0,0.0,115.0,1.0,14,,,,7.0,0.0,1.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,,0.0,Erreur,,,18,75,0,25,0,0,0.0,0.719298246,1.0
BIKORO,06/06/2020,34,Bozoum,Nola,0.0,0.0,96.0,0.0,109.0,0.0,11,,,,3.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,1.0,0.0,,0.0,OK,,,18,12,0,0,111,0,0.0,0.654411765,0.105263158
MONIEKA,21/09/2020,39,Zémio,Nola,105.0,0.0,19.0,4.0,121.0,0.0,3,2,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,33.0,0.0,,,Erreur,,,57,39,1,211,2,4,0.0,1.0,
LILANGA-BOBANGI,28/07/2020,32,Damara,Nola,0.0,0.0,0.0,1.0,7.0,0.0,24,,,,1.0,0.0,,,12.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,109.0,27.0,,,OK,,,168,140,0,16,0,5,0.0,0.742424242,0.0625
BIKORO,12/08/2020,36,Mbaiki,Nola,1.0,0.0,83.0,2.0,1.0,0.0,,1,,,20.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,3.0,,,,0.0,OK,,,69,8,0,74,113,7,,0.790697674,1.0
LOLANGA-MAMPOKO,07/09/2020,38,Baoro,Nola,67.0,0.0,1.0,3.0,238.0,0.0,2,0,,,5.0,1.0,9.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,1.0,,,,0.0,Erreur,,,107,116,4,0,0,10,,,0.037037037
LOTUMBE,03/09/2020,25,Bambari,Nola,14.0,0.0,13.0,0.0,149.0,1.0,6,2,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,,,,,Erreur,,,14,123,0,104,102,0,0.0,0.395408163,1.0
LOTUMBE,23/09/2020,31,Bozoum,Nola,0.0,0.0,0.0,,85.0,0.0,,O,,,0.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,31.0,4.0,,,Erreur,,,0,99,0,50,164,14,0.0,0.974358974,0.377358491
MAKANZA,04/09/2020,39,Bozoum,Nola,0.0,0.0,74.0,1.0,,3.0,9,O,,,0.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,,,,Erreur,,,24,74,0,134,183,5,0.6,0.976190476,0.033333333
,20/07/2020,31,Ouham,Nola,,0.0,37.0,0.0,10.0,0.0,17,,,,21.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,33.0,17.0,,0.0,Erreur,,,89,169,2,32,100,2,0.0,0.859259259,0.589403974
LOLANGA-MAMPOKO,04/06/2020,36,Zémio,Nola,0.0,0.0,19.0,0.0,,0.0,4,1,,,55.0,,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,0.0,46.0,,0.0,OK,,,22,154,0,1,0,9,0.0,0.763157895,0.75
LOLANGA-MAMPOKO,24/06/2020,26,Ouham,Nola,0.0,0.0,62.0,0.0,44.0,0.0,3,,,,33.0,0.0,6.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,2.0,22.0,,,0.0,Erreur,,,0,108,5,0,23,44,0.0,0.654411765,0.169811321
INGENDE,07/06/2020,24,Bozoum,Nola,0.0,0.0,59.0,2.0,0.0,0.0,28,,,,10.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,,53.0,,0.0,Erreur,,,104,0,3,82,8,15,0.0,0.924242424,0.432432432
BOLENGE,20/07/2020,36,Ouham,Nola,0.0,0.0,,,43.0,1.0,48,0,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,45.0,,0.0,OK,,,0,50,1,9,2,3,0.0,0.876923077,0.108695652
LOLANGA-MAMPOKO,09/07/2020,37,Ouham,Nola,0.0,0.0,82.0,0.0,96.0,2.0,13,O,,,2.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,74.0,0.0,,,OK,,,2,116,0,2,28,16,0.0,0.916666667,0.25
MBANDAKA,29/08/2020,25,Bozoum,Nola,0.0,0.0,44.0,2.0,,0.0,0,,,,6.0,0.0,0.0,,0.0,1.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,5.0,0.0,,,Erreur,,,41,0,1,0,51,11,0.0,0.824175824,
BOLOMBA,16/08/2020,32,Bambari,Nola,,0.0,71.0,0.0,45.0,0.0,20,,,,1.0,1.0,1.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,,0.0,65.0,,,OK,,,76,7,0,0,16,14,0.0,,0.40776699
BOLENGE,09/07/2020,34,Ombella-M'Poko,Nola,0.0,0.0,0.0,4.0,,3.0,0,O,,,48.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,0.0,0.0,,Erreur,,,11,179,0,35,6,9,0.0,,0.15
MBANDAKA,26/08/2020,31,Bozoum,Nola,0.0,0.0,11.0,0.0,34.0,0.0,9,O,,,65.0,0.0,0.0,,0.0,,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,0.0,,0.0,Erreur,,,20,60,0,18,8,0,0.0,0.84,0.4375
,18/06/2020,31,Bozoum,Nola,0.0,0.0,54.0,1.0,3.0,1.0,9,,,,9.0,0.0,11.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,0.0,22.0,,0.0,Erreur,,,32,117,3,74,22,14,,0.902439024,0.086956522
MBANDAKA,11/09/2020,36,Basse-Kotto,Nola,,0.0,0.0,0.0,4.0,0.0,10,1,,,9.0,0.0,1.0,,3.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,,,,OK,,,18,126,2,0,9,6,0.0,0.842975207,0.155172414
NTONDO,18/06/2020,29,Ombella-M'Poko,Nola,0.0,,3.0,0.0,114.0,2.0,0,O,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,35.0,91.0,,,OK,,,0,21,0,49,0,2,0.0,0.457627119,0.05
BOMONGO,15/07/2020,38,Baoro,Nola,10.0,0.0,59.0,4.0,29.0,0.0,21,O,,,,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,0.0,0.0,,Erreur,,,37,57,3,0,10,0,0.0,0.821428571,1.0
BOLENGE,24/06/2020,30,Berberati,Nola,0.0,0.0,49.0,0.0,50.0,0.0,3,0,,,3.0,0.0,4.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,52.0,0.0,,,Erreur,,,0,0,0,71,5,0,0.180952381,1.0,1.0
LOLANGA-MAMPOKO,24/06/2020,28,Ouham,Nola,0.0,,2.0,1.0,9.0,4.0,2,,,,13.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,49.0,,0.0,Erreur,,,5,3,2,12,17,23,0.0,,0.079365079
IREBU,24/07/2020,37,Mbaiki,Nola,0.0,0.0,85.0,3.0,34.0,2.0,3,1,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,0.0,23.0,0.0,,0.0,Erreur,,,3,73,0,0,77,5,0.0,1.0,1.0
IBOKO,17/07/2020,38,Bambari,Nola,6.0,0.0,64.0,0.0,14.0,2.0,4,O,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,1.0,1.0,,0.0,Erreur,,,70,180,0,0,0,7,0.0,,0.5
LUKOLELA,05/07/2020,38,Mbaiki,Nola,0.0,0.0,0.0,2.0,37.0,0.0,10,,,,15.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,1.0,,,,0.0,Erreur,,,0,27,0,119,49,10,0.0,0.333333333,1.0
BOLENGE,26/08/2020,24,Mbaiki,Nola,0.0,0.0,120.0,3.0,33.0,,48,1,,,3.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,1.0,,5.0,,0.0,Erreur,,,50,19,0,190,41,0,0.0,1.0,1.0
BOMONGO,17/08/2020,32,Baoro,Nola,0.0,0.0,172.0,1.0,4.0,2.0,9,O,,,6.0,0.0,0.0,,1.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,0.0,,,OK,,,16,56,0,65,1,13,0.0,1.0,0.636363636
MONIEKA,04/08/2020,39,Zémio,Nola,7.0,0.0,82.0,0.0,,1.0,24,0,,,33.0,0.0,7.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,3.0,0.0,,,0.0,Erreur,,,50,12,0,36,125,10,0.0,0.680555556,0.052631579
IBOKO,19/08/2020,33,Baoro,Nola,0.0,0.0,1.0,0.0,4.0,0.0,15,,,,19.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,47.0,,,,Erreur,,,81,0,0,88,116,16,,,0.159574468
LOLANGA-MAMPOKO,09/09/2020,36,Bozoum,Nola,0.0,0.0,0.0,2.0,20.0,0.0,48,O,,,9.0,1.0,,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,29.0,130.0,,,Erreur,,,0,68,0,0,30,23,0.0,0.7,0.021276596
MBANDAKA,11/07/2020,27,Ouham,Nola,0.0,0.0,38.0,2.0,73.0,0.0,5,1,,,5.0,0.0,0.0,,0.0,0.0,OK,1.0,,,OK,,,,,Erreur,Erreur,0.0,40.0,135.0,,0.0,Erreur,,,29,1,0,27,84,2,0.0,1.0,0.328571429
BIKORO,29/07/2020,27,Mbaiki,Nola,0.0,0.0,0.0,2.0,143.0,4.0,11,O,,,16.0,1.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,0.0,2.0,,0.0,Erreur,,,4,22,0,109,0,0,0.0,,
LOTUMBE,21/06/2020,38,Ombella-M'Poko,Nola,0.0,0.0,110.0,0.0,46.0,0.0,1,1,,,19.0,0.0,7.0,,0.0,,OK,,,,Erreur,,,,,OK,Erreur,0.0,,0.0,,,Erreur,,,4,28,0,5,2,1,0.0,1.0,0.180904523
MONIEKA,25/07/2020,30,Zémio,Nola,0.0,0.0,35.0,0.0,161.0,0.0,14,0,,,33.0,,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,,,0.0,OK,,,10,47,0,72,153,0,0.0,,0.467889908
BOMONGO,26/06/2020,30,Zémio,Nola,1.0,0.0,38.0,0.0,107.0,0.0,13,,,,33.0,,0.0,,,0.0,Erreur,,,,Erreur,,,,,Erreur,Erreur,0.0,21.0,2.0,,,OK,,,26,138,0,106,114,7,0.095238095,0.367346939,0.324324324
BIKORO,09/09/2020,35,Ouham,Nola,0.0,0.0,48.0,3.0,0.0,0.0,1,O,,,53.0,,0.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,10.0,0.0,,0.0,Erreur,,,26,38,2,0,58,11,,0.742424242,1.0
LOTUMBE,12/08/2020,33,Berberati,Nola,0.0,0.0,44.0,1.0,8.0,1.0,24,2,,,0.0,,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,36.0,5.0,,0.0,Erreur,,,60,9,2,30,2,26,,0.75,
MONIEKA,16/06/2020,29,Mbaiki,Nola,0.0,0.0,31.0,0.0,78.0,0.0,15,,,,42.0,3.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,,0.0,,,,Erreur,,,0,0,4,0,3,8,0.0,,0.5
MONIEKA,25/08/2020,30,Bozoum,Nola,0.0,0.0,70.0,,44.0,2.0,9,1,,,17.0,1.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,7.0,0.0,,0.0,OK,,,85,115,0,18,46,10,0.0,0.647058824,0.063829787
IREBU,19/08/2020,32,Baoro,Nola,1.0,0.0,68.0,7.0,0.0,0.0,24,1,,,0.0,0.0,5.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,,0.0,,0.0,Erreur,,,85,0,0,1,0,10,0.0,1.0,0.470588235
LILANGA-BOBANGI,23/06/2020,30,Bozoum,Nola,0.0,0.0,68.0,0.0,65.0,,20,,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,5.0,OK,,,,,Erreur,OK,,,5.0,,,OK,,,24,5,0,37,40,10,0.0,,0.32
BOLENGE,10/07/2020,24,Bozoum,Nola,0.0,0.0,63.0,1.0,,0.0,6,1,,,0.0,1.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,47.0,31.0,,,Erreur,,,9,118,1,88,0,12,0.0,0.636363636,
NTONDO,13/09/2020,27,Ombella-M'Poko,Nola,0.0,0.0,131.0,0.0,78.0,0.0,20,2,,,2.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,1.0,,67.0,,,Erreur,,,0,70,2,34,162,16,0.0,,
MAKANZA,10/07/2020,26,Zémio,Nola,2.0,0.0,5.0,0.0,16.0,0.0,13,1,,,,,0.0,,,0.0,Erreur,,,3.0,OK,,,,,Erreur,Erreur,,16.0,,,,OK,,,18,104,0,0,27,48,0.0,0.428571429,0.155555556
BOMONGO,05/07/2020,32,Baoro,Nola,20.0,0.0,110.0,1.0,71.0,1.0,24,0,,,3.0,0.0,5.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,39.0,0.0,3.0,0.0,OK,,,4,1,0,560,0,0,0.0,,0.611111111
MONIEKA,26/08/2020,38,Bozoum,Nola,1.0,0.0,38.0,0.0,9.0,0.0,13,O,,,0.0,0.0,11.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,OK,0.0,8.0,11.0,,,Erreur,,,35,132,0,7,130,7,0.0,0.840909091,1.0
MBANDAKA,27/08/2020,32,Mbaiki,Nola,0.0,0.0,35.0,0.0,0.0,1.0,14,1,,,0.0,0.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,0.0,,0.0,,0.0,OK,,,1,63,2,0,48,36,0.0,,
BOMONGO,10/08/2020,33,Ouham,Nola,0.0,0.0,82.0,1.0,161.0,0.0,14,,,,23.0,0.0,13.0,,0.0,0.0,Erreur,3.0,,,OK,,,,,Erreur,Erreur,,,3.0,,,Erreur,,,2,60,0,0,0,49,0.0,,1.0
BIKORO,04/06/2020,35,Ouham,Nola,,0.0,1.0,0.0,21.0,0.0,28,1,,,6.0,0.0,4.0,,0.0,0.0,Erreur,12.0,,,OK,,,,,OK,OK,1.0,0.0,31.0,,,OK,,,0,10,0,0,116,7,0.0,0.961538462,
BIKORO,15/06/2020,34,Ombella-M'Poko,Nola,0.0,0.0,,0.0,24.0,0.0,11,1,,,2.0,0.0,1.0,,0.0,0.0,Erreur,,,,OK,,1.0,,,Erreur,Erreur,,11.0,0.0,,0.0,Erreur,,,540,64,1,59,0,44,0.0,0.666666667,0.31547619
BOLENGE,03/07/2020,31,Ouham,Nola,0.0,0.0,12.0,0.0,238.0,0.0,14,O,,,5.0,0.0,0.0,,0.0,0.0,OK,,,,Erreur,,,,,OK,Erreur,0.0,,20.0,,0.0,OK,,,14,80,4,71,0,0,0.0,0.93877551,0.105263158
MONIEKA,20/06/2020,35,Ouham,Nola,0.0,0.0,,0.0,1.0,0.0,17,,,,2.0,2.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,1.0,56.0,22.0,,0.0,Erreur,,,50,72,0,16,28,21,0.0,,0.296296296
LOLANGA-MAMPOKO,13/09/2020,30,Baoro,Nola,,0.0,18.0,0.0,19.0,0.0,24,,,,0.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,0.0,,0.0,Erreur,,,126,21,0,5,0,11,0.0,0.571428571,
LILANGA-BOBANGI,15/09/2020,33,Ouham,Nola,6.0,0.0,13.0,2.0,9.0,0.0,24,1,,,4.0,1.0,0.0,,,0.0,OK,,,,Erreur,,,,,OK,Erreur,0.0,,91.0,,0.0,Erreur,,,1,12,0,2,119,0,0.0,0.909090909,0.363636364
,03/07/2020,34,Baoro,Nola,0.0,0.0,0.0,0.0,2.0,0.0,0,O,,,3.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,2.0,1.0,,0.0,OK,,,174,4,0,117,41,11,,1.0,
LOTUMBE,19/09/2020,29,Ombella-M'Poko,Nola,86.0,,26.0,2.0,2.0,0.0,17,,,,1.0,0.0,0.0,,1.0,9.0,Erreur,,,,OK,,,,,Erreur,OK,,,86.0,0.0,,Erreur,,,0,12,0,0,45,0,,0.987012987,0.327586207
BIKORO,18/09/2020,27,Baoro,Nola,0.0,0.0,103.0,0.0,35.0,0.0,13,,,,38.0,1.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,1.0,Erreur,OK,0.0,71.0,4.0,,0.0,Erreur,,,0,118,4,0,1,10,0.0,,0.122807018
IREBU,10/09/2020,36,Bozoum,Nola,81.0,0.0,0.0,0.0,85.0,0.0,11,,,,6.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,,2.0,0.0,,0.0,Erreur,,,9,24,0,16,52,0,0.0,,
IREBU,22/06/2020,33,Damara,Nola,0.0,0.0,123.0,0.0,56.0,1.0,26,,,,3.0,0.0,4.0,,0.0,,Erreur,,,,OK,,,,,OK,OK,,,,,,Erreur,,,127,94,0,45,49,0,,0.7,0.0
LILANGA-BOBANGI,29/07/2020,37,Bozoum,Nola,0.0,0.0,68.0,7.0,26.0,,11,1,,,38.0,2.0,0.0,,,0.0,OK,,,,OK,,,,,Erreur,Erreur,,,24.0,,0.0,OK,,,51,0,2,12,49,11,,0.945945946,0.0
LUKOLELA,16/07/2020,37,Ouham,Nola,0.0,,160.0,0.0,30.0,3.0,,0,,,10.0,0.0,4.0,,,0.0,Erreur,,,,Erreur,,,,,OK,Erreur,,23.0,,,,Erreur,,,96,32,3,54,37,14,0.0,0.456521739,
DJOMBO,24/06/2020,24,Ombella-M'Poko,Nola,0.0,0.0,65.0,0.0,105.0,0.0,24,O,,,,1.0,0.0,,,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,1.0,8.0,,0.0,OK,,,0,0,0,392,0,12,0.0,0.867088608,0.177777778
INGENDE,04/08/2020,29,Ouham,Nola,0.0,0.0,68.0,0.0,,,15,,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,,,,Erreur,,,73,139,1,77,0,8,0.0,,0.159090909
MAKANZA,21/09/2020,30,Baoro,Nola,0.0,0.0,38.0,1.0,23.0,0.0,4,O,,,27.0,1.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,62.0,,,0.0,Erreur,,,35,88,6,0,0,0,0.0,1.0,0.147058824
INGENDE,25/08/2020,31,Ouham,Nola,0.0,0.0,34.0,,11.0,1.0,9,1,,,39.0,1.0,0.0,,4.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,0.0,,0.0,,0.0,Erreur,,,126,0,0,72,11,36,0.0,0.872180451,0.286821705
LUKOLELA,18/06/2020,23,Ouham,Nola,0.0,0.0,27.0,0.0,0.0,0.0,9,1,,,1.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,0.0,0.0,,,Erreur,,,105,44,1,7,21,4,,1.0,0.157894737
LOLANGA-MAMPOKO,21/06/2020,32,Mbaiki,Nola,0.0,0.0,4.0,0.0,72.0,,17,O,,,10.0,0.0,,,0.0,0.0,OK,,,,OK,,,,,Erreur,OK,0.0,28.0,8.0,,0.0,OK,,,0,95,1,140,38,53,0.0,1.0,0.512987013
MBANDAKA,11/09/2020,35,Ouham,Nola,0.0,0.0,22.0,1.0,46.0,0.0,1,,,,0.0,,0.0,,5.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,41.0,13.0,,0.0,Erreur,,,124,10,1,0,79,0,,1.0,
MAKANZA,24/09/2020,34,Bozoum,Nola,0.0,0.0,,0.0,3.0,1.0,8,1,,,14.0,0.0,4.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,0.0,,,,0.0,Erreur,,,80,41,0,0,27,0,0.0,0.96875,0.021276596
,23/08/2020,31,Mbaiki,Nola,,0.0,57.0,0.0,0.0,0.0,24,1,,,5.0,0.0,0.0,,19.0,0.0,Erreur,,,,OK,,,,1.0,Erreur,OK,0.0,,8.0,,0.0,Erreur,,,103,86,4,9,0,8,0.0,0.46875,
LOLANGA-MAMPOKO,11/06/2020,25,Berberati,Nola,0.0,0.0,62.0,0.0,6.0,0.0,9,O,,,2.0,3.0,0.0,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,,,0.0,Erreur,,,92,140,1,11,1,10,0.0,1.0,0.084507042
LILANGA-BOBANGI,07/08/2020,38,Ouham,Nola,0.0,0.0,2.0,2.0,344.0,0.0,,0,,,3.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,Erreur,,13.0,,,,OK,,,63,41,4,48,155,15,0.0,,1.0
BOLENGE,16/06/2020,36,Zémio,Nola,0.0,0.0,14.0,0.0,166.0,2.0,1,O,,,0.0,0.0,2.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,0.0,58.0,1.0,0.0,0.0,Erreur,,,0,4,0,24,41,19,0.0,,0.243902439
BOMONGO,30/08/2020,26,Bozoum,Nola,3.0,0.0,15.0,,39.0,3.0,6,1,,,4.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,OK,2.0,,,,,Erreur,,,0,103,0,66,0,37,0.0,0.333333333,0.0
MAKANZA,24/09/2020,25,Bozoum,Nola,0.0,0.0,,0.0,23.0,6.0,,O,,,,0.0,0.0,,1.0,0.0,Erreur,,,,OK,,,,,OK,OK,,,,,,Erreur,,,2,27,0,9,21,0,0.0,0.714285714,1.0
BOLOMBA,20/07/2020,34,Berberati,Nola,0.0,0.0,10.0,0.0,0.0,,6,,,,5.0,1.0,,,0.0,0.0,Erreur,,,,Erreur,,,,,Erreur,OK,0.0,,,,,Erreur,,,22,123,1,0,58,2,0.0,,0.398230088
BOLENGE,03/08/2020,32,Bozoum,Nola,0.0,0.0,107.0,0.0,25.0,0.0,15,,,,0.0,0.0,7.0,,0.0,0.0,Erreur,,,0.0,OK,,,,,Erreur,OK,0.0,65.0,0.0,,,OK,,,28,12,0,5,85,9,0.0,,0.142857143
LILANGA-BOBANGI,21/09/2020,38,Baoro,Nola,0.0,0.0,4.0,0.0,0.0,0.0,,,,,1.0,1.0,,,0.0,0.0,OK,,,,Erreur,,,,,Erreur,Erreur,,36.0,45.0,,,OK,,,77,12,0,106,0,8,0.0,1.0,0.236220472
BOLOMBA,27/08/2020,36,Mbaiki,Nola,0.0,0.0,5.0,0.0,91.0,1.0,1,,,,30.0,2.0,0.0,,0.0,0.0,OK,,,,OK,,,,,Erreur,Erreur,0.0,83.0,15.0,,0.0,OK,,,103,94,2,14,0,0,0.0,1.0,0.23566879
MAKANZA,15/07/2020,37,Mbaiki,Nola,0.0,0.0,45.0,5.0,57.0,0.0,26,,,,27.0,0.0,5.0,,0.0,,Erreur,4.0,,,OK,,,,,OK,Erreur,1.0,0.0,,,,OK,,,107,65,8,63,6,10,0.0,0.5625,0.388888889
BOMONGO,09/06/2020,28,Berberati,Nola,0.0,0.0,8.0,0.0,29.0,1.0,3,,,,0.0,1.0,,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,,,0.0,OK,,,177,70,0,0,0,17,0.0,0.968085106,
MBANDAKA,23/06/2020,37,Baoro,Nola,0.0,0.0,26.0,0.0,1.0,0.0,13,1,,,5.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,Erreur,OK,,,31.0,,0.0,Erreur,,,73,74,0,602,40,9,0.0,0.905982906,
BOLENGE,11/07/2020,38,Bozoum,Nola,0.0,0.0,66.0,0.0,57.0,0.0,9,O,,,19.0,3.0,1.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,,35.0,,,0.0,OK,,,29,0,4,131,0,0,0.0,0.950819672,0.291666667
BOLENGE,15/06/2020,29,Zémio,Nola,4.0,0.0,0.0,2.0,,0.0,,1,,,27.0,0.0,4.0,,0.0,0.0,Erreur,,,,Erreur,,2.0,,,OK,Erreur,0.0,29.0,0.0,,0.0,Erreur,,,2,94,1,0,59,18,,1.0,0.3
,12/08/2020,38,Berberati,Nola,27.0,0.0,0.0,0.0,57.0,,20,O,,,5.0,0.0,0.0,,0.0,0.0,Erreur,12.0,,,OK,,,,,OK,OK,1.0,69.0,,,0.0,Erreur,,,46,87,0,147,0,0,0.0,0.753623188,
INGENDE,10/09/2020,25,Mbaiki,Nola,52.0,0.0,47.0,0.0,9.0,,48,1,,,7.0,0.0,0.0,,0.0,0.0,Erreur,,,,OK,,,,,OK,Erreur,1.0,0.0,1.0,,0.0,Erreur,,,41,7,0,81,0,0,0.0,0.451612903,
